income,credit_score,loan_amount,employment_length_years,loan_status,loan_to_income
38399.03,638,20000.0,22,1,0.5208329264326096
27416.56,677,20000.0,36,0,0.7294595142674986
23034.33,606,20000.0,27,1,0.8682315382501574
81675.67,681,10000.0,4,1,0.122433982678285
24533.44,731,25000.0,35,0,1.0189757744623478
22385.61,647,10000.0,9,0,0.4466955916952142
38002.87,672,20000.0,4,1,0.5262621938239448
54794.98,788,5000.0,13,1,0.09124756962098314
33356.6,697,20000.0,23,0,0.5995635177590715
73117.45,670,5000.0,27,0,0.06838219355032828
49940.39,554,5000.0,20,1,0.1001173575665395
9828.81,717,20000.0,39,1,2.0346273223999245
26431.71,683,20000.0,11,1,0.7566382712934089
25923.23,778,5000.0,19,0,0.192869759294683
48417.5,655,10000.0,31,0,0.206532626991749
7518.41,468,10000.0,37,1,1.3298915739399766
97148.71499999998,480,10000.0,39,0,0.10293390979067722
49941.9,724,15000.0,20,0,0.3003429916965174
39708.72,593,5000.0,16,1,0.1259137561282225
73787.21,694,15000.0,0,0,0.20328450846009138
97148.71499999998,661,15000.0,27,0,0.15440086468601583
61233.39,633,5000.0,1,1,0.08165346302951658
64169.79,640,15000.0,16,1,0.23375121297400264
39277.77,563,5000.0,38,0,0.1272952284401981
33359.06,648,25000.0,13,1,0.7493991317761419
27296.74,592,25000.0,13,1,0.9158267314437019
22122.11,613,5000.0,17,1,0.2260080070116724
24047.63,618,5000.0,39,0,0.20791205153890263
16149.86,627,5000.0,33,0,0.3095810377899381
34699.38,742,10000.0,0,1,0.2881812821646334
13216.21,637,5000.0,17,1,0.37829466279192053
40723.06,752,20000.0,33,1,0.4911101692709421
35532.45,804,25000.0,22,1,0.7035624179470331
39662.49,735,25000.0,15,1,0.6303025780131805
26548.3,703,5000.0,18,1,0.18832888249407706
97148.71499999998,683,25000.0,36,1,0.25733477447669306
82130.9,737,5000.0,5,0,0.06087768577130202
17210.49,659,5000.0,23,1,0.2905036112503914
41761.11,748,25000.0,16,1,0.5986287570240105
25215.05,711,25000.0,15,1,0.9914320442733894
19757.97,614,20000.0,38,1,1.0121985103474522
50000.0,740,15000.0,5,1,0.2999940001199976
47067.12,659,20000.0,15,1,0.4249160578327751
24129.05,639,20000.0,8,1,0.8288420454992841
64906.02,602,25000.0,28,1,0.38516635026534884
65924.76,667,20000.0,3,0,0.30337155005873273
82813.69,750,25000.0,25,0,0.30187880918228394
21776.09,739,10000.0,37,1,0.4591981756974876
48301.57,685,5000.0,25,0,0.10351416084071717
53075.6,710,15000.0,13,0,0.28261041588948804
27323.25,777,10000.0,34,0,0.3659752783699461
22855.27,635,5000.0,23,0,0.21875835383463704
95388.41,538,5000.0,7,1,0.05241672005309604
41626.72,780,15000.0,39,0,0.3603368140268071
53187.6,597,20000.0,24,1,0.37602042542950936
22175.74,581,5000.0,3,1,0.22546145195371364
17473.3,470,15000.0,14,1,0.858403483973607
25805.17,707,25000.0,15,1,0.9687605715997376
33711.26,488,5000.0,10,0,0.1483139961545147
19177.02,575,5000.0,27,1,0.2607151311762111
36101.62,709,20000.0,6,1,0.5539764150081075
13185.81,722,20000.0,37,1,1.516667033194533
18545.3,585,25000.0,23,1,1.347977763758809
54314.51,637,5000.0,30,0,0.09205473721962658
52170.6,563,20000.0,3,0,0.3833503285312316
28706.36,595,15000.0,36,1,0.522514086979785
19719.07,677,5000.0,34,0,0.25354879571928496
19605.35,600,15000.0,5,1,0.7650582591864371
29028.66,626,10000.0,32,1,0.3444752711537097
53461.18,504,25000.0,31,0,0.4676202878371215
63382.77,763,20000.0,37,0,0.31553818903482705
26959.23,701,10000.0,34,0,0.37091671695679157
18176.86,729,20000.0,16,1,1.1002395221439707
42646.74,779,10000.0,31,1,0.23447901342486144
22156.34,567,20000.0,13,1,0.9026354246493486
26610.16,614,25000.0,18,0,0.9394554765744898
80431.86,461,5000.0,23,0,0.06216364804136021
59651.18,850,15000.0,38,0,0.25145770028857284
39926.06,635,10000.0,10,1,0.2504567078066855
16930.1,754,15000.0,6,1,0.8859436185481157
41226.56,526,15000.0,23,1,0.36383428948984614
68706.18,750,20000.0,23,0,0.29109039259070163
28987.49,836,5000.0,13,0,0.17248225071399026
81688.5,644,20000.0,23,1,0.2448295068521658
78877.17,549,15000.0,10,0,0.19016668363376077
97148.71499999998,636,25000.0,7,1,0.25733477447669306
43614.54,427,5000.0,14,1,0.1146380395611289
51659.79,646,5000.0,1,1,0.0967852020845984
84839.15,732,15000.0,23,0,0.17680308203132597
47497.69,646,20000.0,9,1,0.42106424408757376
26883.27,622,25000.0,31,1,0.9299118034449141
27746.76,703,10000.0,16,0,0.360389451256606
41903.85,710,20000.0,9,1,0.4772717239173986
16741.79,484,5000.0,21,1,0.2986360098884355
33324.38,659,20000.0,5,1,0.600143194166128
70117.54,850,10000.0,26,1,0.1426156334686946
9752.2,516,25000.0,19,1,2.563261288602715
91188.97,641,25000.0,0,1,0.274152957830779
71212.56,844,10000.0,16,1,0.1404226947789157
27560.57,760,10000.0,0,1,0.36282403360911586
50313.79,599,15000.0,36,1,0.2981230767335012
36384.15,671,5000.0,14,0,0.13741869966181258
75962.44,650,15000.0,0,1,0.19746341134630027
65487.19,575,20000.0,16,0,0.3053985764456156
15677.12,643,10000.0,37,1,0.637831576745171
51655.78,622,15000.0,1,1,0.2903781459084364
32100.38,661,5000.0,17,0,0.15575654379967466
38165.97,575,5000.0,11,1,0.13100332565042497
23461.05,522,10000.0,28,1,0.42622021519858666
97148.71499999998,646,15000.0,22,1,0.15440086468601583
67780.99,822,25000.0,8,1,0.36882953716761635
23298.34,658,10000.0,7,1,0.4291967068595076
16305.11,617,20000.0,15,1,1.2265341028608294
28813.42,725,15000.0,22,0,0.5205726854817831
47131.72,634,15000.0,28,0,0.3182502516298656
41945.38,837,10000.0,9,1,0.23839959491140833
77024.57,650,15000.0,11,1,0.19474052577605072
58334.67,720,15000.0,11,0,0.2571325571472823
64973.93,575,20000.0,29,1,0.30781102803804483
44183.79,700,20000.0,9,1,0.4526444507261435
15778.77,678,25000.0,13,1,1.5843069956025975
32292.2,644,20000.0,3,1,0.619325430740837
68600.41,600,25000.0,19,1,0.3644239965330158
35210.03,586,20000.0,38,1,0.5680038328898643
49111.78,678,25000.0,6,1,0.5090324758647342
29993.95,713,20000.0,29,1,0.6667789077828101
19577.04,637,20000.0,23,1,1.0215527192711833
33724.96,679,10000.0,9,0,0.2965074974885815
43714.21,646,20000.0,37,0,0.45750666644401344
24503.9,660,25000.0,35,1,1.0202041224408178
31526.17,630,10000.0,16,1,0.31718673131778086
20667.59,652,25000.0,20,1,1.2095648517871804
71078.98,850,20000.0,2,0,0.28137317990241417
30434.33,681,20000.0,0,1,0.6571310381717562
86825.3,715,25000.0,17,0,0.28793119135561457
90875.77,694,15000.0,1,0,0.1650586833136785
34591.82,624,10000.0,39,0,0.28907732876359893
19829.59,779,10000.0,3,1,0.5042714311576206
10388.57,621,20000.0,31,1,1.925007483466592
15014.59,756,10000.0,18,1,0.6659744971726053
15925.85,617,25000.0,19,1,1.5696763641272442
83040.34,554,20000.0,6,1,0.2408438977502049
38929.0,687,10000.0,8,1,0.25687130747495507
45879.0,540,5000.0,6,0,0.10897994768962511
9583.01,704,10000.0,26,1,1.043404587432609
17698.23,531,25000.0,20,1,1.412490825872086
61836.42,618,10000.0,34,0,0.16171437941621755
43133.9,507,15000.0,23,1,0.34774625651154867
33245.57,850,15000.0,31,1,0.45117436174618913
50965.56,485,20000.0,11,1,0.3924141633259141
96904.25,651,15000.0,22,0,0.15479037513447413
31804.86,764,25000.0,35,1,0.7860186770613968
37858.92,754,5000.0,28,1,0.13206578355157644
40764.14,735,5000.0,2,0,0.12265381647162257
97148.71499999998,618,20000.0,7,0,0.20586781958135444
10305.02,785,20000.0,33,1,1.9406133502554817
54717.22,741,15000.0,13,0,0.2741317243141316
33898.25,671,25000.0,35,1,0.737479442760533
51024.59,674,15000.0,31,0,0.2939701432163744
24479.14,620,25000.0,6,1,1.0212359896634577
35264.11,559,25000.0,9,0,0.7089159795616687
55650.5,774,5000.0,11,1,0.08984483796483474
97148.71499999998,781,25000.0,39,0,0.25733477447669306
58972.22,562,10000.0,22,0,0.1695684922749682
21832.62,635,25000.0,10,1,1.1450231340474004
28162.43,636,5000.0,12,1,0.17753519368912096
27665.78,647,15000.0,11,1,0.5421664537759725
12364.86,656,25000.0,6,1,2.021695215698706
29790.53,745,10000.0,9,0,0.3356658755021981
56370.29,575,20000.0,6,1,0.35479053255655496
16906.62,565,15000.0,26,1,0.8871739487875882
68124.32,774,20000.0,6,0,0.29357660264935265
48662.54,604,10000.0,23,0,0.20549265425408839
23375.88,524,5000.0,22,1,0.21388654088997333
33358.98,601,5000.0,24,1,0.14988018577948786
94749.62,617,15000.0,35,0,0.1583103097372872
56394.6,805,25000.0,32,0,0.44329699480101287
36507.4,742,25000.0,36,1,0.6847739150442089
31488.89,765,20000.0,38,0,0.6351244796345747
38023.72,732,5000.0,6,1,0.13149340744652427
26713.97,745,25000.0,29,1,0.935804906387692
10271.73,581,25000.0,30,1,2.4336276724882286
97148.71499999998,630,5000.0,36,0,0.05146695489533861
39862.65,551,5000.0,20,0,0.12542755116503382
46114.76,629,10000.0,33,0,0.21684560766210942
35075.4,718,20000.0,20,1,0.5701839413394761
23363.49,663,5000.0,39,1,0.21399996319200632
32482.13,781,10000.0,19,1,0.307852106616573
13910.0,536,5000.0,33,1,0.3594277909567968
97148.71499999998,700,15000.0,7,0,0.15440086468601583
17314.38,525,15000.0,31,1,0.8662818835047223
19551.75,659,15000.0,29,1,0.767155515208858
27885.01,724,5000.0,28,0,0.1793013772855995
78656.49,629,25000.0,4,1,0.31783368627704744
36633.02,705,25000.0,29,1,0.6824257889251576
17297.52,554,15000.0,11,1,0.8671262050163829
77080.3,484,20000.0,38,0,0.25946630375979646
56308.48,706,10000.0,26,1,0.17758999017572175
50164.4,824,15000.0,12,1,0.2990108720353072
55795.06,550,10000.0,9,0,0.17922412442742375
97148.71499999998,772,10000.0,35,0,0.10293390979067722
97148.71499999998,654,15000.0,30,0,0.15440086468601583
24051.94,516,25000.0,15,1,1.0393739808938118
96214.08,537,20000.0,38,0,0.20786762324575317
45702.16,652,15000.0,35,1,0.32820487686190625
48994.21,610,10000.0,25,0,0.20410158462429287
13156.06,519,5000.0,19,1,0.3800241087294578
32786.38,481,5000.0,33,0,0.15249769880972497
22299.19,565,10000.0,36,1,0.4484266725978568
59684.96,669,15000.0,7,1,0.25131538472364356
69054.29,649,25000.0,3,1,0.3620287453720056
10459.94,600,15000.0,28,1,1.4339055572443775
35838.54,670,20000.0,30,1,0.5580428766663857
71190.66,754,5000.0,1,1,0.07023294582539584
32467.43,689,10000.0,24,0,0.3079914858833642
56243.07,638,25000.0,37,1,0.44449130370543954
44832.98,743,15000.0,2,1,0.3345676649719699
44578.02,554,20000.0,4,0,0.44864153586148825
30859.84,628,15000.0,21,1,0.4860528747759296
17501.67,630,20000.0,15,1,1.1426828021096211
18528.81,526,15000.0,8,1,0.809506411560615
55581.82,608,25000.0,8,1,0.44977926632725723
36741.97,443,25000.0,11,1,0.68040226470533
33419.43,841,10000.0,3,1,0.2992181728361963
28160.23,556,25000.0,17,1,0.8877453151016487
30238.97,809,20000.0,17,1,0.6613763175029604
68060.14,654,10000.0,32,0,0.14692671912342345
29698.55,706,25000.0,2,1,0.8417635957447167
16242.09,601,5000.0,37,1,0.30782320358995735
56737.52,671,20000.0,16,1,0.35249421380748036
32114.86,715,10000.0,11,0,0.3113726364481599
37006.08,716,20000.0,10,1,0.5404371271659368
95277.31,727,10000.0,16,0,0.10495568193852305
35870.25,613,20000.0,34,1,0.5575495696414259
43196.3,602,5000.0,5,1,0.11574797498917756
17901.61,491,25000.0,34,1,1.3964444290525235
31831.08,702,15000.0,5,1,0.4712227413351562
52350.44,758,15000.0,31,0,0.28652506979750697
14282.29,812,15000.0,10,1,1.0501782152431267
40966.38,681,10000.0,38,0,0.24409664469634135
38579.44,573,25000.0,12,1,0.647996756905831
37226.36,480,10000.0,12,0,0.26861963888924706
67663.04,754,10000.0,38,0,0.1477889880651525
44385.28,470,10000.0,33,0,0.2252948433615072
88154.23,616,10000.0,2,0,0.1134362646436292
20007.18,628,25000.0,31,1,1.2494889590157625
39401.33,643,15000.0,3,1,0.38068814712226406
38203.41,654,20000.0,39,0,0.5234997739789725
19119.18,664,10000.0,0,1,0.5230076285892706
64458.51,408,25000.0,8,1,0.3878403667666726
97148.71499999998,651,5000.0,6,0,0.05146695489533861
35946.84,427,20000.0,26,1,0.5563616617855204
49168.71,723,10000.0,2,1,0.20337724180191424
38204.6,594,10000.0,21,0,0.2617417341960341
23667.29,434,20000.0,15,1,0.8450124618212806
12179.92,569,20000.0,7,1,1.6419121051611865
23778.47,593,10000.0,4,1,0.4205308192318836
15753.61,769,25000.0,29,1,1.586837122594593
97148.71499999998,670,5000.0,27,0,0.05146695489533861
36271.225,684,25000.0,26,1,0.6892326015291315
29508.94,768,15000.0,21,1,0.5083033039037016
61913.42,640,15000.0,29,1,0.24226989447692476
18526.35,725,15000.0,36,1,0.809613895133411
22922.67,718,10000.0,6,1,0.43623032437650694
37829.46,521,5000.0,29,1,0.13216862813722063
67323.28,797,5000.0,12,0,0.07426741140046354
49070.39,508,10000.0,21,1,0.2037847307769354
42150.22,742,10000.0,10,0,0.23724105731696496
38058.15,498,10000.0,4,1,0.2627489053223732
46172.59,710,5000.0,21,0,0.10828700995525799
40986.24,836,10000.0,14,0,0.24397836985364227
19575.16,629,20000.0,38,1,1.021650824267885
37333.55,624,20000.0,36,0,0.5356968277373103
19068.38,711,20000.0,30,1,1.0488017963877168
38125.92,617,10000.0,28,1,0.2622818732800866
27217.39,832,20000.0,38,1,0.7347973190185019
97148.71499999998,669,10000.0,16,1,0.10293390979067722
35456.55,618,20000.0,5,1,0.5640547640770442
15637.96,596,10000.0,16,1,0.639428708814397
33506.4,557,25000.0,33,1,0.7461038457176623
49593.51,587,15000.0,22,0,0.30245283197676515
97148.71499999998,615,25000.0,29,0,0.25733477447669306
25497.32,601,15000.0,12,1,0.5882740509963009
14052.33,584,15000.0,29,1,1.0673626820120214
59284.44,850,20000.0,19,0,0.33735095834660245
15861.35,547,15000.0,5,1,0.945635419720281
27953.75,665,15000.0,30,1,0.5365814396480025
31114.45,709,25000.0,18,1,0.8034593746836378
34829.5,713,15000.0,5,1,0.4306570390893039
54912.63,644,10000.0,33,0,0.18210415155581594
24096.44,626,10000.0,27,1,0.41498184039466435
30815.17,695,20000.0,12,1,0.6490099191430992
36005.89,677,25000.0,9,1,0.6943115609262561
39725.91,624,5000.0,6,0,0.1258592727196754
38510.89,494,25000.0,17,1,0.6491501715444243
47174.25,603,5000.0,21,0,0.10598777960901108
60252.76,535,15000.0,13,1,0.2489471196486327
45962.47,583,5000.0,35,0,0.10878203930208054
47674.47,653,15000.0,7,0,0.3146272076604593
14054.05,686,25000.0,11,1,1.7787201041618494
37426.59,828,25000.0,39,0,0.6679564460335278
48421.76,596,20000.0,32,0,0.41302891450218865
56238.94,727,20000.0,23,1,0.35561915606595595
23970.75,681,15000.0,38,0,0.6257365440570671
24454.67,780,15000.0,13,0,0.6133546944328249
25733.26,708,10000.0,4,1,0.3885870431090694
50103.61,549,10000.0,18,0,0.1995824336323544
67530.1,478,10000.0,2,0,0.1480799216953374
28439.21,681,25000.0,0,1,0.8790371097822415
62616.08,597,5000.0,39,0,0.07985041780932614
39108.22,552,15000.0,36,1,0.3835412723649308
33705.91,523,20000.0,32,1,0.5933501468986626
31989.71,666,15000.0,16,1,0.4688861235027294
56838.37,801,5000.0,8,0,0.08796719597701382
44149.93,609,15000.0,30,0,0.3397436928282145
97148.71499999998,709,20000.0,34,0,0.20586781958135444
21778.21,640,20000.0,2,1,0.9183069542008182
49556.12,521,5000.0,12,0,0.10089367582296953
26435.93,723,20000.0,36,1,0.7565174927648558
21556.4,541,25000.0,37,1,1.1596945828346645
36079.49,652,20000.0,13,1,0.5543161969252636
39435.1,616,5000.0,5,0,0.1267873851623259
97148.71499999998,739,5000.0,28,0,0.05146695489533861
32516.81,544,15000.0,8,0,0.46128567698747236
18432.91,689,20000.0,35,1,1.0849570167153904
42779.16,566,20000.0,22,1,0.4675064328885165
10458.98,599,5000.0,14,1,0.4780123862569527
34366.1,300,15000.0,6,1,0.43646394371360986
36666.37,850,15000.0,24,0,0.4090830621339899
58498.72,705,25000.0,36,1,0.4273524727981604
65132.14,573,25000.0,22,1,0.3838291843445595
26845.63,538,5000.0,10,1,0.1862431150576441
33177.65,600,15000.0,7,0,0.4520979605860998
22932.89,722,15000.0,35,0,0.6540538914244378
18456.33,461,25000.0,38,1,1.3544754306283735
43736.44,636,25000.0,0,1,0.5715926675178062
16913.18,827,5000.0,12,1,0.29560995567033105
28317.18,537,15000.0,15,1,0.5296950580863601
19988.16,658,5000.0,12,0,0.2501355734808266
50504.11,850,25000.0,36,0,0.4949994168906869
97148.71499999998,713,20000.0,13,0,0.20586781958135444
16631.39,663,25000.0,12,1,1.5030912574801336
11946.44,701,15000.0,11,1,1.2554990859966653
33693.76,610,5000.0,27,0,0.14839102578561175
36659.16,780,15000.0,21,0,0.40916351701683784
41406.6,610,25000.0,19,1,0.6037539002501956
27783.78,454,25000.0,18,1,0.899773185175481
32196.61,611,10000.0,10,1,0.31058205873044614
45274.82,553,25000.0,29,1,0.5521711147362985
67796.0,622,15000.0,25,1,0.22124872781981503
11237.04,624,5000.0,14,0,0.44491744111962583
29104.16,770,5000.0,29,0,0.17179084396031494
41286.27,720,10000.0,28,0,0.24220540616998898
20935.77,676,15000.0,31,1,0.7164428897103039
97148.71499999998,650,25000.0,29,1,0.25733477447669306
24803.85,544,20000.0,15,1,0.8062939304208653
35426.82,432,5000.0,35,0,0.14113202562280153
50696.56,661,15000.0,17,0,0.2958722273813572
25469.3,729,10000.0,38,0,0.39261414274665
11992.73,639,20000.0,27,1,1.6675379552482839
28079.84,597,15000.0,18,1,0.5341720546821249
67350.41,696,25000.0,10,1,0.371187477738031
29669.15,642,5000.0,16,0,0.1685195389979491
21854.0,819,25000.0,20,1,1.1439029970258523
63284.98,773,10000.0,36,1,0.1580128805779732
29778.3,746,5000.0,33,0,0.16790186471810956
26739.67,726,20000.0,32,1,0.7479244162543423
39722.52,521,5000.0,28,0,0.12587001353354388
57667.56,716,25000.0,3,1,0.43351177834161286
97148.71499999998,688,15000.0,31,0,0.15440086468601583
59655.5,711,15000.0,10,0,0.25143949108647007
72831.51,699,15000.0,25,0,0.2059519849034449
26807.05,695,10000.0,17,1,0.3730222824860443
19623.42,850,10000.0,31,0,0.5095692000069302
37699.38,642,15000.0,26,0,0.3978739736840849
38727.37,744,20000.0,15,1,0.5164172930593257
19013.27,603,25000.0,9,1,1.3148019881909745
32689.96,729,20000.0,33,0,0.6117899260223622
46147.15,744,15000.0,32,1,0.3250401153675716
45081.9,686,25000.0,9,1,0.5545339807332713
49147.08,817,10000.0,25,0,0.2034667478363346
43242.49,562,5000.0,24,0,0.11562434021860864
26790.29,601,5000.0,1,1,0.18662781822002597
26679.74,671,25000.0,25,1,0.937005495349829
17687.78,738,20000.0,19,1,1.130660226426017
97148.71499999998,668,25000.0,2,1,0.25733477447669306
36609.76,779,20000.0,31,0,0.5462874848814938
31732.23,584,20000.0,0,1,0.6302541531385238
20800.34,536,5000.0,23,0,0.24036913006565924
97148.71499999998,681,10000.0,32,0,0.10293390979067722
19072.51,642,15000.0,37,1,0.7864310239698934
28076.59,704,10000.0,34,0,0.3561559236387453
46606.82,647,15000.0,16,1,0.32183440461278817
52058.73,616,5000.0,32,0,0.09604352538900988
64521.85,643,15000.0,10,0,0.2324757818354273
97148.71499999998,653,20000.0,22,0,0.20586781958135444
49202.25,620,25000.0,37,0,0.508096518014562
19271.48,630,15000.0,31,1,0.7783118726806306
31127.06,610,10000.0,18,1,0.32125355708001074
43682.35,736,5000.0,11,0,0.1144600860510927
97148.71499999998,669,5000.0,27,0,0.05146695489533861
15698.44,850,25000.0,1,1,1.5924134873600586
74723.2,666,20000.0,9,0,0.26765090827335725
40455.13,595,20000.0,18,1,0.49436265900865956
60035.92,850,5000.0,27,0,0.08328208708907786
34159.74,691,20000.0,7,1,0.585467410834777
21906.54,749,25000.0,22,1,1.1411596190170141
56983.88,709,5000.0,29,0,0.08774257311764104
53780.09,712,20000.0,27,1,0.3718779221469851
65070.99,704,15000.0,12,0,0.23051392772835133
36026.76,540,15000.0,36,0,0.41634561793461483
25339.17,687,20000.0,11,0,0.7892606876749446
14253.07,518,15000.0,9,1,1.052331018438944
59374.73,633,25000.0,16,1,0.4210474549112912
46832.55,577,10000.0,0,0,0.21352214384773308
20343.78,686,25000.0,21,1,1.2288164335028446
26287.68,683,25000.0,14,1,0.9509796612077898
27445.15,698,20000.0,15,1,0.7286996536854895
14916.29,679,25000.0,19,1,1.6759076212904622
22234.28,589,20000.0,9,1,0.8994714705638966
18392.57,624,5000.0,25,0,0.2718341246424702
28353.69,742,20000.0,22,1,0.705350684489938
23313.35,757,20000.0,16,1,0.8578407718851266
13681.46,535,5000.0,33,1,0.3654313624889092
97148.71499999998,497,10000.0,21,0,0.10293390979067722
76997.21,577,5000.0,3,1,0.064936574499589
22756.1,755,20000.0,6,1,0.8788466017199028
42764.04,771,15000.0,4,0,0.35075379328535644
46652.37,558,20000.0,30,1,0.42869357561951044
74209.8,681,5000.0,18,0,0.06737563804729231
22221.98,833,20000.0,3,1,0.8999693110464934
69930.98,692,5000.0,21,1,0.07149804710234145
26140.91,792,25000.0,2,1,0.9563187999652665
16292.86,750,10000.0,22,1,0.6137281159897041
56077.05,559,10000.0,3,1,0.17832289104203872
78783.2,631,5000.0,23,0,0.06346450176558244
97148.71499999998,653,10000.0,13,0,0.10293390979067722
17679.57,660,15000.0,2,1,0.8483889376869638
55234.98,742,15000.0,20,0,0.2715621230944033
28399.29,691,10000.0,25,0,0.35210908057628987
58105.48,356,5000.0,0,0,0.08604892259864992
15028.54,519,15000.0,29,1,0.998034537317842
17023.3,431,10000.0,3,1,0.5873956638452095
22799.07,668,20000.0,13,1,0.8771902893280591
38077.48,674,15000.0,17,1,0.393923286853887
24719.59,678,25000.0,11,1,1.011302723761852
53929.48,554,15000.0,37,0,0.27813585193382295
67247.61,717,10000.0,35,0,0.14870195830069946
52038.89,722,10000.0,15,1,0.19216028319813896
95920.27,524,10000.0,0,0,0.10425216430099392
46606.53,503,5000.0,2,0,0.10727880237377951
17498.35,650,5000.0,38,1,0.28572489835336745
82291.73,829,20000.0,34,0,0.24303483430431827
25258.2,820,20000.0,14,1,0.7917907138785076
62708.43,706,15000.0,37,1,0.23919847461538082
93362.08,577,10000.0,15,1,0.10710872006364829
47763.3,739,20000.0,16,0,0.4187227699348676
14798.85,605,10000.0,33,1,0.6756825238093629
20932.8,573,15000.0,9,1,0.7165445356313713
80309.78,436,5000.0,10,1,0.062258142680223005
32811.24,660,20000.0,27,1,0.6095286393126468
38091.41,587,25000.0,26,1,0.6562987219763726
57256.4,660,25000.0,37,1,0.4366247856172302
55148.99,420,25000.0,17,1,0.45330923904065984
42928.01,667,25000.0,29,1,0.5823567792502087
32041.88,407,25000.0,12,1,0.7802045259352467
30103.57,759,25000.0,15,1,0.8304387008351224
60763.18,702,25000.0,1,1,0.4114266003425044
50622.01,622,20000.0,19,0,0.3950772583455626
31120.44,706,25000.0,11,1,0.8033047314006037
69512.88,552,25000.0,28,0,0.35964040562834354
33610.02,657,15000.0,7,1,0.44628220149224873
21785.56,729,20000.0,37,1,0.9179971505368447
23031.49,341,15000.0,19,1,0.6512539460562015
20186.22,605,10000.0,34,1,0.4953629078198979
30839.57,648,25000.0,38,0,0.810620555975457
76132.81,630,5000.0,30,0,0.06567384451139383
22402.84,796,25000.0,15,1,1.1158801348340284
40663.47,538,25000.0,22,1,0.6147873069537116
24489.17,588,15000.0,33,1,0.6124906442054098
31064.3,458,10000.0,31,0,0.3219025729672657
14676.1,801,15000.0,16,1,1.0220002589067323
31814.49,625,20000.0,23,0,0.6286246102134526
32330.84,606,10000.0,34,0,0.30929263537120066
50220.21,645,10000.0,22,0,0.19911905746595912
41521.58,714,10000.0,7,0,0.24083281915526442
17693.71,685,15000.0,22,1,0.8477109825478915
69599.94,850,25000.0,20,1,0.35919055116209636
41199.52,695,25000.0,18,1,0.6067884580097533
40906.17,603,25000.0,30,1,0.6111398075202954
36115.98,594,25000.0,6,1,0.692195194614832
26618.07,611,25000.0,23,1,0.939176312320453
41385.32,500,20000.0,7,1,0.48325147053422485
48308.03,654,5000.0,12,0,0.1035003186774812
12731.86,728,10000.0,2,1,0.7853695085000542
26284.73,589,5000.0,33,0,0.1902172775874971
31164.4,569,20000.0,12,1,0.6417373112490133
42349.1,802,25000.0,31,0,0.5903173782352344
74308.94,507,20000.0,34,0,0.2691429975586039
22855.69,443,20000.0,20,1,0.8750173362809751
26936.11,535,5000.0,0,0,0.1856175365508772
26701.62,496,10000.0,1,1,0.3744950869989537
22450.84,689,15000.0,25,1,0.6680966905162339
29486.51,614,15000.0,2,1,0.5086899504230774
57669.36,628,10000.0,23,1,0.17339929905067353
19296.88,765,25000.0,25,1,1.2954790888947387
46942.97,581,20000.0,7,1,0.42603980873368824
13080.25,728,25000.0,36,1,1.9111323459149545
25931.07,801,20000.0,7,1,0.7712457971924339
29801.27,604,15000.0,17,0,0.5033173647510744
97148.71499999998,724,10000.0,17,1,0.10293390979067722
30795.34,626,5000.0,11,0,0.16235695540444092
9693.92,742,5000.0,35,0,0.5157340132770565
10945.31,493,10000.0,39,1,0.9135498629218431
37064.61,485,15000.0,1,1,0.40468779550640066
52483.94,611,20000.0,19,1,0.3810616912203767
45491.17,561,5000.0,2,0,0.10990902390455325
40156.6,598,15000.0,39,0,0.3735282985038947
72937.32,628,10000.0,33,0,0.13710214329038561
26271.64,722,25000.0,5,1,0.9515602543177998
62127.64,609,15000.0,39,0,0.2414345461288063
13640.4,568,15000.0,9,1,1.0995938833257584
21100.06,615,25000.0,23,1,1.184774603740286
12280.59,573,15000.0,17,1,1.2213402336342445
30794.54,557,5000.0,32,1,0.16236117307895884
35321.36,489,5000.0,38,1,0.14155339563947594
38888.77,657,5000.0,6,0,0.12856851557620425
37689.24,593,15000.0,28,1,0.3979810157749062
20815.81,747,15000.0,18,1,0.7205714996678165
32398.11,505,15000.0,37,0,0.462975680504804
14787.42,596,10000.0,38,1,0.6762047602110299
82284.45,831,25000.0,24,0,0.30382042025655814
30267.33,556,15000.0,16,0,0.49556747927619393
27083.18,626,25000.0,36,1,0.9230480671742692
94217.78,528,20000.0,2,1,0.21227190587693875
17234.22,515,5000.0,23,0,0.29010363662314725
18483.76,805,10000.0,17,0,0.5409861961962179
18812.33,667,25000.0,25,1,1.3288450263722582
34866.34,663,5000.0,20,1,0.14340067237707266
47050.6,480,10000.0,10,1,0.2125326237577468
56602.32,686,5000.0,16,1,0.08833404118345002
97148.71499999998,766,15000.0,37,0,0.15440086468601583
9417.65,765,15000.0,20,1,1.592584924591104
52325.62,717,5000.0,3,1,0.09555365892159669
25996.62,537,10000.0,31,1,0.3846505949390752
25543.83,681,5000.0,17,0,0.19573432275728592
25037.67,717,20000.0,27,1,0.7987644711160777
21051.73,471,10000.0,35,0,0.4749977793853814
97148.71499999998,538,10000.0,36,0,0.10293390979067722
60197.04,739,5000.0,25,0,0.08305918265777423
36824.46,738,25000.0,23,1,0.6788781457176638
81683.68,495,5000.0,9,0,0.06121098840076255
14654.21,730,25000.0,37,1,1.7058779778658921
16343.36,660,10000.0,7,1,0.6118318490292676
9830.25,728,15000.0,1,1,1.5257469802924348
23869.37,587,15000.0,34,1,0.6283941137066581
40015.38,715,5000.0,20,0,0.12494883345270112
