income,credit_score,loan_amount,employment_length_years,loan_status
43196.3,602,5000,5,1
17901.61,491,25000,34,1
31831.08,702,15000,5,1
52350.44,758,15000,31,0
14282.29,812,15000,10,1
40966.38,681,10000,38,0
38579.44,573,25000,12,1
37226.36,480,10000,12,0
67663.04,754,10000,38,0
44385.28,470,10000,33,0
88154.23,616,10000,2,0
20007.18,628,25000,31,1
39401.33,643,15000,3,1
38203.41,654,20000,39,0
19119.18,664,10000,0,1
64458.51,408,25000,8,1
146503.41,651,5000,6,0
35946.84,427,20000,26,1
49168.71,723,10000,2,1
38204.6,594,10000,21,0
23667.29,434,20000,15,1
12179.92,569,20000,7,1
23778.47,593,10000,4,1
15753.61,769,25000,29,1
100958.14,670,5000,27,0
,684,25000,26,1
29508.94,768,15000,21,1
61913.42,640,15000,29,1
18526.35,725,15000,36,1
22922.67,718,10000,6,1
37829.46,521,5000,29,1
67323.28,797,5000,12,0
49070.39,508,10000,21,1
42150.22,742,10000,10,0
38058.15,498,10000,4,1
46172.59,710,5000,21,0
40986.24,836,10000,14,0
19575.16,629,20000,38,1
37333.55,624,20000,36,0
19068.38,711,20000,30,1
38125.92,617,10000,28,1
27217.39,832,20000,38,1
166646.32,669,10000,16,1
35456.55,618,20000,5,1
15637.96,596,10000,16,1
33506.4,557,25000,33,1
49593.51,587,15000,22,0
99113.25,615,25000,29,0
25497.32,601,15000,12,1
14052.33,584,15000,29,1
59284.44,850,20000,19,0
15861.35,547,15000,5,1
27953.75,665,15000,30,1
31114.45,709,25000,18,1
34829.5,713,15000,5,1
54912.63,644,10000,33,0
24096.44,626,10000,27,1
30815.17,695,20000,12,1
36005.89,677,25000,9,1
39725.91,624,5000,6,0
38510.89,494,25000,17,1
47174.25,603,5000,21,0
60252.76,535,15000,13,1
45962.47,583,5000,35,0
47674.47,653,15000,7,0
14054.05,686,25000,11,1
37426.59,828,25000,39,0
48421.76,596,20000,32,0
56238.94,727,20000,23,1
23970.75,681,15000,38,0
24454.67,780,15000,13,0
25733.26,708,10000,4,1
50103.61,549,10000,18,0
67530.1,478,10000,2,0
28439.21,681,25000,0,1
62616.08,597,5000,39,0
39108.22,552,15000,36,1
33705.91,523,20000,32,1
31989.71,666,15000,16,1
56838.37,801,5000,8,0
44149.93,609,15000,30,0
142271.89,709,20000,34,0
21778.21,640,20000,2,1
49556.12,521,5000,12,0
26435.93,723,20000,36,1
21556.4,541,25000,37,1
36079.49,652,20000,13,1
39435.1,616,5000,5,0
209170.32,739,5000,28,0
32516.81,544,15000,8,0
18432.91,689,20000,35,1
42779.16,566,20000,22,1
10458.98,599,5000,14,1
34366.1,300,15000,6,1
36666.37,850,15000,24,0
58498.72,705,25000,36,1
65132.14,573,25000,22,1
26845.63,538,5000,10,1
33177.65,600,15000,7,0
22932.89,722,15000,35,0
18456.33,461,25000,38,1
43736.44,636,25000,0,1
16913.18,827,5000,12,1
28317.18,537,15000,15,1
19988.16,658,5000,12,0
50504.11,850,25000,36,0
107029.32,713,20000,13,0
16631.39,663,25000,12,1
11946.44,701,15000,11,1
33693.76,610,5000,27,0
36659.16,780,15000,21,0
41406.6,610,25000,19,1
27783.78,454,25000,18,1
32196.61,611,10000,10,1
45274.82,553,25000,29,1
67796.0,622,15000,25,1
11237.04,624,5000,14,0
29104.16,770,5000,29,0
41286.27,720,10000,28,0
20935.77,676,15000,31,1
102611.14,650,25000,29,1
24803.85,544,20000,15,1
35426.82,432,5000,35,0
50696.56,661,15000,17,0
25469.3,729,10000,38,0
11992.73,639,20000,27,1
28079.84,597,15000,18,1
67350.41,696,25000,10,1
29669.15,642,5000,16,0
21854.0,819,25000,20,1
63284.98,773,10000,36,1
29778.3,746,5000,33,0
26739.67,726,20000,32,1
39722.52,521,5000,28,0
57667.56,716,25000,3,1
151604.15,688,15000,31,0
59655.5,711,15000,10,0
72831.51,699,15000,25,0
26807.05,695,10000,17,1
19623.42,850,10000,31,0
37699.38,642,15000,26,0
38727.37,744,20000,15,1
19013.27,603,25000,9,1
32689.96,729,20000,33,0
46147.15,744,15000,32,1
45081.9,686,25000,9,1
49147.08,817,10000,25,0
43242.49,562,5000,24,0
26790.29,601,5000,1,1
26679.74,671,25000,25,1
17687.78,738,20000,19,1
105965.09,668,25000,2,1
36609.76,779,20000,31,0
31732.23,584,20000,0,1
20800.34,536,5000,23,0
211376.2,681,10000,32,0
19072.51,642,15000,37,1
28076.59,704,10000,34,0
46606.82,647,15000,16,1
52058.73,616,5000,32,0
64521.85,643,15000,10,0
107426.82,653,20000,22,0
49202.25,620,25000,37,0
19271.48,630,15000,31,1
31127.06,610,10000,18,1
43682.35,736,5000,11,0
125609.81,669,5000,27,0
15698.44,850,25000,1,1
74723.2,666,20000,9,0
40455.13,595,20000,18,1
60035.92,850,5000,27,0
34159.74,691,20000,7,1
21906.54,749,25000,22,1
56983.88,709,5000,29,0
53780.09,712,20000,27,1
65070.99,704,15000,12,0
36026.76,540,15000,36,0
25339.17,687,20000,11,0
14253.07,518,15000,9,1
59374.73,633,25000,16,1
46832.55,577,10000,0,0
20343.78,686,25000,21,1
26287.68,683,25000,14,1
27445.15,698,20000,15,1
14916.29,679,25000,19,1
22234.28,589,20000,9,1
18392.57,624,5000,25,0
28353.69,742,20000,22,1
23313.35,757,20000,16,1
13681.46,535,5000,33,1
122217.09,497,10000,21,0
76997.21,577,5000,3,1
22756.1,755,20000,6,1
42764.04,771,15000,4,0
46652.37,558,20000,30,1
74209.8,681,5000,18,0
22221.98,833,20000,3,1
69930.98,692,5000,21,1
26140.91,792,25000,2,1
16292.86,750,10000,22,1
56077.05,559,10000,3,1
78783.2,631,5000,23,0
171569.79,653,10000,13,0
17679.57,660,15000,2,1
55234.98,742,15000,20,0
28399.29,691,10000,25,0
58105.48,356,5000,0,0
15028.54,519,15000,29,1
17023.3,431,10000,3,1
22799.07,668,20000,13,1
38077.48,674,15000,17,1
24719.59,678,25000,11,1
53929.48,554,15000,37,0
67247.61,717,10000,35,0
52038.89,722,10000,15,1
95920.27,524,10000,0,0
46606.53,503,5000,2,0
17498.35,650,5000,38,1
82291.73,829,20000,34,0
25258.2,820,20000,14,1
62708.43,706,15000,37,1
93362.08,577,10000,15,1
47763.3,739,20000,16,0
14798.85,605,10000,33,1
20932.8,573,15000,9,1
80309.78,436,5000,10,1
32811.24,660,20000,27,1
38091.41,587,25000,26,1
57256.4,660,25000,37,1
55148.99,420,25000,17,1
42928.01,667,25000,29,1
32041.88,407,25000,12,1
30103.57,759,25000,15,1
60763.18,702,25000,1,1
50622.01,622,20000,19,0
31120.44,706,25000,11,1
69512.88,552,25000,28,0
33610.02,657,15000,7,1
21785.56,729,20000,37,1
23031.49,341,15000,19,1
20186.22,605,10000,34,1
30839.57,648,25000,38,0
76132.81,630,5000,30,0
22402.84,796,25000,15,1
40663.47,538,25000,22,1
24489.17,588,15000,33,1
31064.3,458,10000,31,0
14676.1,801,15000,16,1
31814.49,625,20000,23,0
32330.84,606,10000,34,0
50220.21,645,10000,22,0
41521.58,714,10000,7,0
17693.71,685,15000,22,1
69599.94,850,25000,20,1
41199.52,695,25000,18,1
40906.17,603,25000,30,1
36115.98,594,25000,6,1
26618.07,611,25000,23,1
41385.32,500,20000,7,1
48308.03,654,5000,12,0
12731.86,728,10000,2,1
26284.73,589,5000,33,0
31164.4,569,20000,12,1
42349.1,802,25000,31,0
74308.94,507,20000,34,0
22855.69,443,20000,20,1
26936.11,535,5000,0,0
26701.62,496,10000,1,1
22450.84,689,15000,25,1
29486.51,614,15000,2,1
57669.36,628,10000,23,1
19296.88,765,25000,25,1
46942.97,581,20000,7,1
13080.25,728,25000,36,1
25931.07,801,20000,7,1
29801.27,604,15000,17,0
99202.23,724,10000,17,1
30795.34,626,5000,11,0
9693.92,742,5000,35,0
10945.31,493,10000,39,1
37064.61,485,15000,1,1
52483.94,611,20000,19,1
45491.17,561,5000,2,0
40156.6,598,15000,39,0
72937.32,628,10000,33,0
26271.64,722,25000,5,1
62127.64,609,15000,39,0
13640.4,568,15000,9,1
21100.06,615,25000,23,1
12280.59,573,15000,17,1
30794.54,557,5000,32,1
35321.36,489,5000,38,1
38888.77,657,5000,6,0
37689.24,593,15000,28,1
20815.81,747,15000,18,1
32398.11,505,15000,37,0
14787.42,596,10000,38,1
82284.45,831,25000,24,0
30267.33,556,15000,16,0
27083.18,626,25000,36,1
94217.78,528,20000,2,1
17234.22,515,5000,23,0
18483.76,805,10000,17,0
18812.33,667,25000,25,1
34866.34,663,5000,20,1
47050.6,480,10000,10,1
56602.32,686,5000,16,1
169939.4,766,15000,37,0
9417.65,765,15000,20,1
52325.62,717,5000,3,1
25996.62,537,10000,31,1
25543.83,681,5000,17,0
25037.67,717,20000,27,1
21051.73,471,10000,35,0
99779.19,538,10000,36,0
60197.04,739,5000,25,0
36824.46,738,25000,23,1
81683.68,495,5000,9,0
14654.21,730,25000,37,1
16343.36,660,10000,7,1
9830.25,728,15000,1,1
23869.37,587,15000,34,1
40015.38,715,5000,20,0
38627.32,734,25000,26,1
39719.8,615,5000,22,1
15574.12,652,20000,31,1
58799.75,585,5000,25,0
41930.82,815,5000,6,0
56377.9,638,5000,32,0
11664.94,558,5000,16,1
43778.34,578,25000,7,1
17806.89,663,25000,16,1
28612.7,725,25000,17,1
50042.05,516,20000,35,1
38355.61,835,20000,38,0
21787.16,681,5000,22,0
36452.45,697,25000,11,1
14488.04,640,20000,22,1
72414.4,652,15000,32,1
32107.01,635,5000,27,0
71049.35,752,10000,22,1
26478.3,649,25000,6,1
26525.3,727,5000,1,1
22959.52,607,5000,0,0
61433.12,670,10000,3,0
23726.34,570,15000,7,1
53463.65,772,20000,28,0
28869.14,567,20000,17,1
11096.91,618,10000,36,1
25791.79,619,10000,30,1
17899.63,615,20000,5,1
37061.78,722,15000,23,1
17778.68,618,15000,14,1
63296.48,789,5000,39,0
34384.27,568,10000,11,1
32644.85,667,10000,13,0
53827.26,572,10000,26,1
64753.57,692,20000,36,0
35880.19,648,20000,12,1
22863.11,634,20000,37,1
12526.71,769,15000,37,0
24061.54,585,20000,2,1
25076.15,709,5000,15,1
38724.76,573,20000,11,1
29522.62,661,15000,13,1
54872.07,530,10000,33,0
25139.86,584,5000,30,0
35093.64,642,15000,38,1
73894.41,831,25000,4,1
44582.43,660,10000,11,1
35030.61,815,20000,25,1
25306.92,672,15000,16,1
24836.29,611,25000,10,1
21799.28,804,15000,32,1
26249.33,694,20000,39,1
57147.99,586,15000,3,1
31788.73,697,25000,31,1
16157.44,621,15000,30,1
104914.56,451,5000,10,0
44001.5,744,5000,16,0
15612.61,759,20000,26,1
27858.42,834,25000,7,1
38813.83,692,25000,20,1
100987.83,625,25000,32,1
18678.58,733,25000,4,1
65226.72,735,25000,31,0
84094.11,814,10000,24,0
24904.59,646,15000,7,1
30745.28,633,25000,26,1
19500.87,578,5000,25,0
32142.14,704,15000,39,0
35526.92,495,20000,28,1
53948.76,728,20000,8,0
69850.33,709,25000,17,0
23182.25,709,10000,6,1
11154.57,664,10000,20,1
35855.53,803,15000,15,1
43309.29,737,10000,2,1
42177.86,589,20000,31,0
29851.67,591,25000,9,1
39138.08,562,5000,31,1
90153.3,705,20000,7,0
45662.86,550,20000,31,1
29026.92,758,15000,3,1
26899.99,782,10000,28,0
32796.88,562,5000,11,1
96959.05,631,5000,36,0
32533.3,652,10000,35,0
35886.75,738,25000,18,1
27190.2,811,10000,36,0
70220.11,481,25000,30,0
117700.95,618,5000,25,0
47589.52,623,15000,5,0
38164.6,510,20000,28,1
37125.88,601,5000,16,0
8685.55,693,5000,19,1
56788.58,622,5000,9,0
39359.78,496,20000,5,1
46957.83,850,25000,31,0
23697.45,677,15000,1,1
28834.44,661,15000,9,1
28378.44,540,15000,36,0
,676,25000,26,1
28933.17,634,10000,18,0
126702.39,461,10000,15,0
47028.89,543,15000,19,0
16891.92,729,5000,35,0
33619.86,844,5000,4,0
24562.96,687,20000,17,1
9733.91,760,10000,7,1
94814.97,634,5000,12,0
55375.11,641,15000,9,0
50007.31,759,20000,35,0
40104.43,816,10000,18,0
15847.86,780,20000,30,1
27168.94,543,5000,35,1
60178.38,643,15000,28,0
19327.19,678,15000,22,1
7950.09,624,15000,31,1
31689.36,689,5000,10,1
33354.42,732,25000,1,1
39392.79,750,15000,31,1
56224.69,819,25000,4,0
53239.9,617,15000,30,0
42415.19,514,25000,12,1
74408.01,686,10000,21,1
14597.68,838,10000,34,1
49155.75,602,15000,18,1
52887.54,719,20000,28,1
17262.0,720,20000,22,1
14739.37,669,5000,18,1
23212.23,651,10000,15,1
24417.98,558,10000,30,1
57071.02,422,20000,15,1
25116.41,539,15000,25,1
21724.39,611,5000,2,1
25160.23,760,10000,22,0
71052.86,640,5000,8,1
36600.82,598,10000,23,0
32612.45,561,25000,32,1
33995.95,716,25000,13,1
78844.77,786,5000,27,1
23167.3,756,20000,23,1
79961.85,711,20000,6,0
41204.3,502,10000,37,0
32983.03,615,25000,24,1
162842.75,845,25000,1,0
19276.0,762,5000,0,0
29371.75,496,5000,22,0
17336.01,644,20000,39,1
64310.43,686,20000,17,1
100058.81,574,20000,7,1
98908.82,419,15000,33,1
75687.57,660,25000,7,1
32254.98,571,25000,28,1
29168.81,572,5000,12,0
13323.68,615,25000,0,1
123195.05,637,5000,28,0
48116.81,649,15000,36,1
27033.33,562,20000,0,1
80566.17,628,15000,4,0
20258.73,474,20000,1,1
46349.84,681,20000,21,1
32742.28,364,5000,29,0
53274.14,621,20000,10,1
34956.37,742,15000,28,1
15205.97,544,10000,2,1
-50000.0,722,5000,12,0
68139.92,766,20000,2,1
35684.44,319,20000,9,1
57818.79,635,25000,3,1
19393.29,362,5000,13,1
35747.78,638,5000,22,0
24966.59,649,15000,16,1
56850.97,402,10000,0,0
37008.21,842,15000,14,1
54942.6,679,15000,1,1
69746.76,565,15000,17,0
54993.55,797,10000,38,0
42781.93,470,15000,21,1
19951.76,527,5000,27,1
36254.85,420,10000,29,0
26374.31,830,20000,12,1
29541.8,683,25000,2,1
29006.62,716,25000,2,1
20171.88,680,5000,25,0
11221.61,707,25000,3,1
24321.46,658,25000,15,1
40783.29,677,25000,27,1
16172.92,661,20000,7,1
36658.82,589,25000,39,1
113568.45,645,15000,15,0
67092.93,677,5000,30,0
97355.54,661,5000,22,1
45920.95,502,5000,1,1
73167.45,516,20000,8,1
23520.35,758,20000,26,1
24671.3,619,25000,21,1
7019.98,708,15000,33,1
73990.15,541,25000,8,1
91509.16,503,5000,32,0
26058.35,566,15000,37,0
31183.02,628,5000,33,0
23102.19,583,15000,34,0
45688.05,779,10000,25,0
71321.96,668,20000,6,1
12763.4,835,20000,26,1
46428.24,690,5000,11,0
30760.82,409,5000,16,0
38872.28,756,10000,20,1
47829.43,499,25000,21,1
32437.76,673,15000,25,1
34127.13,573,10000,38,1
31941.93,850,10000,12,1
65003.07,794,5000,22,0
46688.63,576,5000,29,1
41454.43,637,25000,16,1
16939.93,674,25000,26,1
28936.3,736,5000,19,1
62267.91,653,20000,6,0
37146.24,548,25000,3,1
53944.92,578,10000,30,1
104810.27,650,5000,29,0
67721.82,773,15000,30,0
38403.16,693,15000,3,1
26726.38,573,20000,17,1
7846.87,715,5000,19,0
32825.77,611,10000,39,1
29863.51,739,20000,39,1
45899.97,850,10000,22,0
33112.19,614,15000,37,0
29964.51,730,10000,8,1
,575,15000,15,1
20661.33,639,25000,20,1
48338.84,653,15000,8,0
101675.8,631,15000,24,0
34251.47,850,20000,35,1
44209.13,619,20000,13,1
64311.06,709,5000,16,0
22325.03,457,5000,27,1
45255.9,693,15000,7,0
23288.29,764,25000,13,1
61016.2,597,5000,14,0
39768.95,399,15000,38,0
43437.18,646,20000,24,1
22707.28,652,5000,10,1
55504.5,722,5000,28,0
126858.52,850,15000,2,0
19835.98,612,15000,38,0
29618.21,564,10000,21,1
41729.54,533,10000,36,1
58211.82,670,25000,19,0
25958.96,698,5000,18,0
6635.45,595,10000,12,1
82085.26,728,15000,26,1
57314.2,697,5000,18,1
12762.05,654,10000,15,1
25221.67,560,25000,1,1
93051.6,602,25000,0,1
86567.34,407,25000,2,0
63779.3,674,25000,23,0
32673.92,653,15000,37,0
38169.52,669,25000,1,1
33571.89,700,20000,15,1
71463.63,689,25000,28,1
21471.77,639,10000,36,1
22393.37,655,5000,3,0
66580.35,510,10000,13,1
35361.65,592,5000,16,0
83040.23,655,15000,16,0
24272.34,576,5000,19,0
35141.32,736,20000,28,0
20880.11,584,25000,25,1
36476.29,672,10000,37,1
14956.06,662,5000,16,1
27103.55,725,10000,11,0
15340.44,740,25000,27,1
55069.65,719,15000,8,1
55823.69,439,25000,31,1
12859.55,769,15000,33,1
80848.43,803,10000,15,0
162502.57,602,15000,30,0
37331.91,674,15000,26,1
24719.1,561,15000,28,1
197718.26,455,15000,0,0
16458.85,576,15000,26,1
36756.26,596,5000,31,0
40448.04,615,15000,10,1
81396.58,554,15000,34,1
45064.2,577,25000,1,1
26925.25,649,25000,0,1
20522.75,573,25000,5,1
29581.57,704,15000,6,1
19847.7,718,25000,1,1
37372.68,850,5000,1,0
25886.64,763,10000,4,1
14817.69,674,25000,12,1
77117.65,588,25000,18,1
26940.78,679,5000,18,0
16968.57,683,20000,0,1
32828.24,599,20000,34,1
37836.25,728,5000,17,0
12735.13,510,25000,31,1
44311.02,626,10000,31,1
19374.35,706,25000,7,1
101378.6,621,5000,10,0
49730.63,629,5000,19,0
28568.5,636,15000,7,1
23223.02,566,5000,27,1
34098.86,767,15000,20,1
52453.09,548,5000,37,0
35764.23,682,15000,37,1
31879.06,691,15000,5,1
37609.88,555,25000,1,1
25277.87,657,15000,9,1
29557.02,559,20000,8,1
10389.23,789,5000,2,1
65136.2,536,10000,1,1
43446.2,585,5000,35,1
22832.19,528,25000,7,1
113464.01,514,25000,8,1
38261.9,809,15000,25,0
19502.81,704,25000,33,1
60720.85,664,25000,29,1
46112.02,584,5000,37,0
46016.16,741,20000,7,1
28128.73,568,20000,2,1
47586.17,729,15000,10,1
31037.3,563,25000,24,1
50694.1,586,25000,4,1
11579.98,726,20000,11,1
27992.05,736,15000,29,1
102057.64,710,25000,26,0
22919.87,545,15000,4,1
25278.18,605,5000,19,0
27756.44,666,25000,20,1
17520.31,565,25000,2,1
9653.07,787,25000,3,1
31623.26,410,20000,23,1
39399.79,572,20000,6,0
35189.29,599,25000,23,1
33292.02,366,25000,10,1
37265.55,510,5000,1,1
67084.27,713,5000,5,0
32394.12,653,15000,6,1
25733.54,807,15000,37,0
30678.73,805,20000,17,1
51411.03,693,10000,8,1
84729.25,681,5000,27,1
24912.22,657,15000,18,1
38536.47,384,5000,3,1
44489.77,511,5000,3,1
20019.32,660,10000,12,1
36763.11,712,5000,27,0
15072.03,679,10000,10,0
12563.74,561,10000,1,1
45254.07,744,5000,5,1
28844.52,798,5000,11,0
41001.68,744,15000,39,0
35927.67,749,5000,36,0
20214.59,594,5000,23,0
35342.71,758,5000,8,1
17329.04,665,15000,25,1
83665.62,701,10000,3,0
16097.48,687,15000,3,1
32290.52,638,5000,33,0
19431.23,564,25000,21,1
51136.44,642,5000,12,0
29766.57,749,15000,14,1
26603.55,606,15000,39,1
60592.17,739,20000,37,1
36962.47,724,25000,1,1
49512.81,620,15000,1,1
20154.93,789,10000,7,1
15632.54,614,5000,37,0
38728.26,801,10000,17,0
29992.19,693,15000,28,1
52884.25,648,15000,10,0
34615.43,561,10000,5,1
41070.49,641,10000,8,1
13711.23,630,20000,21,1
112765.1,524,5000,24,0
32907.46,628,10000,30,0
55190.83,570,5000,20,0
21990.04,709,25000,37,1
43687.0,781,15000,18,0
16618.85,527,10000,9,0
47631.08,821,25000,36,1
29331.45,637,15000,11,1
36957.15,552,20000,18,1
55203.65,726,15000,1,1
17334.88,605,10000,14,1
24084.05,642,25000,37,1
47781.54,610,25000,7,1
127890.91,568,25000,34,0
33428.05,722,15000,37,1
51775.98,621,5000,29,0
34057.89,506,5000,8,0
116465.15,705,15000,29,0
12729.37,529,10000,18,0
38436.88,535,15000,28,1
13693.46,769,5000,1,1
8071.2,530,15000,27,1
43411.39,418,25000,7,1
39485.89,712,10000,24,0
30610.48,620,10000,9,1
34073.78,628,20000,21,1
233043.33,619,15000,34,1
31104.1,673,25000,23,1
49319.49,575,15000,25,1
24597.03,798,20000,30,1
43353.36,502,20000,22,1
31478.49,694,15000,1,1
28387.07,714,15000,38,1
108157.0,574,15000,32,0
73593.43,548,5000,23,0
39420.77,752,20000,11,1
9113.14,551,10000,36,1
29242.97,589,5000,8,1
183839.16,739,25000,2,0
31621.83,653,10000,22,1
70398.73,470,10000,23,1
86263.81,825,10000,32,0
41414.17,597,20000,29,1
21914.57,610,25000,37,1
8423.77,676,5000,1,1
,713,25000,39,0
22273.35,846,5000,21,0
40363.87,484,20000,10,1
17156.08,733,25000,11,1
30972.58,724,10000,18,1
37057.7,636,25000,19,1
42665.94,729,20000,8,1
18603.53,743,20000,17,1
74469.62,512,20000,17,1
25383.72,825,5000,39,0
13297.33,494,25000,35,1
34015.99,536,10000,26,0
37072.29,624,10000,12,0
39988.76,842,15000,7,1
82230.33,619,20000,22,1
31512.22,647,10000,12,0
33800.41,793,20000,6,1
18733.89,620,10000,39,0
59416.79,532,25000,1,1
40561.94,608,15000,2,1
28225.56,787,20000,38,1
11581.86,657,5000,22,1
86391.74,843,5000,6,0
17385.5,724,10000,3,1
25469.4,586,25000,7,1
45026.51,655,20000,31,1
17713.2,565,15000,18,1
14822.39,583,25000,11,1
10154.09,850,10000,9,1
55971.51,752,25000,13,1
26183.59,736,15000,26,1
210315.08,588,25000,20,1
,807,20000,19,1
20892.16,760,10000,3,1
25868.06,838,15000,18,1
42019.15,833,10000,28,1
27388.49,502,20000,6,1
52438.66,539,15000,32,1
20188.07,550,15000,7,1
15851.91,556,10000,10,1
12345.8,682,25000,32,1
9564.9,593,25000,24,1
26613.09,850,5000,32,0
30315.42,840,5000,35,0
24863.04,649,15000,25,1
76576.34,846,10000,35,0
75873.15,799,15000,10,1
29706.41,605,10000,29,1
12377.65,449,20000,32,1
25847.7,628,5000,9,1
25339.18,586,15000,28,1
24482.63,671,20000,24,1
23893.67,659,25000,31,1
24536.63,656,5000,3,0
28798.4,702,10000,38,0
24801.9,529,25000,33,1
41150.59,691,25000,21,1
45081.23,606,20000,12,1
21028.06,670,15000,35,1
77857.79,746,15000,5,0
20170.22,528,20000,16,1
13757.23,622,25000,25,1
45636.67,638,5000,23,0
22237.94,599,25000,8,1
44036.53,740,20000,1,1
8585.23,578,25000,19,1
83740.13,594,25000,26,0
54359.57,579,25000,5,1
14760.56,759,25000,26,1
14953.99,601,5000,23,1
99047.97,696,10000,14,1
23331.79,848,10000,32,0
22015.22,643,15000,9,1
9324.2,761,10000,20,1
29423.03,817,10000,5,1
31677.7,753,10000,29,0
55786.98,648,25000,22,1
15686.46,714,25000,35,1
14586.15,521,5000,2,1
47599.5,572,25000,25,1
66438.9,590,25000,33,0
14147.72,850,10000,29,0
69487.94,569,5000,17,1
37142.8,567,5000,16,1
69918.34,546,10000,20,0
34817.23,706,10000,23,1
7995.49,664,5000,3,1
33150.72,759,20000,24,1
68602.64,717,10000,23,0
21242.36,512,10000,26,0
28773.81,569,5000,30,0
32673.51,787,20000,34,1
6375.97,630,20000,19,1
98993.41,769,15000,15,0
21145.33,635,20000,30,1
49189.79,553,10000,6,0
34474.64,620,25000,17,1
77232.18,553,5000,7,0
46334.11,593,10000,26,1
31541.06,670,5000,13,1
21245.3,701,20000,17,1
58612.92,491,5000,0,1
11800.95,648,10000,30,1
53505.21,591,25000,19,1
18780.48,585,10000,5,0
76985.33,663,15000,0,0
40005.8,595,5000,18,1
53448.52,788,10000,38,0
38146.65,769,20000,26,0
12690.05,768,20000,15,1
,601,10000,13,1
54362.7,554,15000,33,0
40134.58,658,5000,6,1
73761.63,635,15000,19,0
46256.85,589,25000,30,0
20332.56,532,10000,21,0
22524.56,646,15000,19,1
38628.69,610,25000,14,1
9059.54,719,15000,24,1
99117.88,717,25000,0,1
47337.03,760,20000,16,0
75827.84,524,20000,15,0
14067.71,690,10000,36,1
76629.63,577,15000,20,0
138537.92,528,20000,26,1
16440.01,607,5000,34,0
57690.11,757,20000,23,1
36339.7,613,20000,1,1
14376.35,807,15000,24,1
48811.95,705,25000,18,1
59883.84,611,5000,12,0
25319.35,766,5000,28,0
73097.53,695,25000,31,1
13358.95,557,15000,5,1
14811.31,836,20000,8,1
39417.24,676,25000,0,1
36872.86,652,5000,23,1
23624.89,564,5000,9,1
59027.38,768,20000,34,0
49937.95,702,20000,5,1
60771.94,713,10000,19,0
33729.16,599,25000,37,1
52132.73,733,20000,11,1
27794.96,741,10000,2,0
124528.67,583,15000,17,0
22302.91,508,5000,20,0
128435.03,708,25000,34,0
37083.7,493,15000,36,1
15909.85,665,25000,18,1
82524.26,605,25000,24,1
39165.08,772,20000,17,1
60516.69,611,10000,39,0
75683.36,761,25000,29,0
44479.04,599,15000,33,0
25454.7,750,25000,9,1
65213.91,850,10000,21,0
36331.97,543,5000,3,1
54803.79,679,25000,2,1
9974.25,850,15000,27,1
47485.94,657,5000,21,0
24756.63,656,5000,11,1
97927.8,729,20000,12,1
52778.14,654,20000,32,0
41936.62,479,25000,18,1
48619.79,763,15000,16,1
19949.02,450,20000,33,1
96177.82,608,10000,3,1
119949.04,771,10000,38,0
45970.18,614,5000,7,0
94300.53,581,5000,32,0
25809.84,738,5000,0,0
22510.38,565,10000,4,1
37218.26,528,20000,31,1
47144.12,677,20000,39,0
28670.04,632,25000,0,1
50144.34,526,15000,34,1
43644.55,714,10000,21,0
19950.63,696,5000,28,0
49576.68,614,15000,16,0
60968.76,621,5000,29,0
40250.66,697,15000,34,0
72517.91,769,15000,0,0
17493.03,622,20000,3,1
48087.15,715,25000,8,0
17994.68,707,25000,31,1
18611.8,738,5000,4,0
24870.6,654,10000,13,0
20635.41,559,25000,25,1
26139.49,604,10000,22,1
31936.66,684,5000,21,0
60011.57,832,10000,26,0
29950.6,602,15000,24,0
14025.39,730,15000,35,1
71972.6,617,5000,3,0
21976.87,661,10000,31,1
35058.3,802,10000,8,0
47473.26,726,5000,1,0
40936.05,526,25000,38,1
70018.01,593,20000,24,0
48407.11,776,25000,9,1
21659.82,664,20000,36,1
134206.82,535,10000,24,1
40806.64,568,20000,39,0
33242.88,720,20000,28,1
64754.29,749,10000,36,0
42178.7,652,15000,4,1
46144.68,850,20000,13,0
161993.32,732,5000,32,0
30789.44,626,25000,26,1
30011.73,568,10000,4,1
38946.61,553,10000,14,1
69072.33,684,20000,2,1
14707.01,601,15000,0,1
11166.42,817,15000,23,1
25533.1,797,25000,11,1
13624.79,713,25000,13,1
28144.33,532,15000,19,1
49094.38,583,15000,13,1
21280.59,776,15000,13,1
15427.46,594,20000,34,1
37858.18,762,5000,18,0
60932.75,697,25000,19,1
13134.74,655,10000,22,1
59405.34,580,15000,33,0
59301.13,641,15000,0,1
64373.1,669,5000,3,0
75439.64,753,15000,39,0
136108.6,561,25000,16,0
29329.37,624,15000,25,1
38783.22,654,5000,13,0
28286.42,716,20000,31,0
36358.6,559,25000,35,1
91101.0,518,20000,19,0
,717,10000,15,0
21663.2,498,5000,18,0
82976.16,778,10000,38,0
66971.46,634,10000,23,0
29205.75,495,10000,13,1
60635.83,602,10000,28,1
44566.13,688,5000,13,0
89336.44,597,20000,10,0
37975.85,652,15000,10,1
67196.69,724,10000,39,0
177230.63,630,15000,23,0
51992.75,556,15000,21,1
37406.39,620,10000,20,0
56020.23,791,25000,5,0
29168.12,819,15000,13,1
152174.11,448,25000,8,0
40458.93,759,20000,34,0
30829.89,675,15000,35,0
21995.36,742,5000,24,0
70145.86,595,20000,14,0
61102.77,473,20000,27,1
